slug,url,name,type,tags,cas_no,odour,solvent,synonyms,manufacturer
orange-terpenes,https://pellwall.com/products/orange-terpenes,Orange Terpenes,liquid,"['citrus', 'fresh', 'ingredients-for-perfumery', 'liquids', 'molecules', 'natural-ingredients-for-perfumery', 'natural-isolates', 'orange', 'refreshing', 'sharp', 'sweet']",['8028-48-6'],,,"['d-limonene', 'dextro-limonene']",
cocoa-pyrazine-1,https://pellwall.com/products/cocoa-pyrazine-1,Cocoa Pyrazine 1%,liquid,"['aroma-chemicals', 'chocolate', 'cocoa', 'hazelnut', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'molecules', 'nutty', 'peanut', 'roasted']",['55031-15-7'],,DPG to form a 1% solution of cocoa pyrazine,"['3,5(6)-cocoa pyrazine', '2-Ethyl-3,5(6)-dimethylpyrazine']",
ambrarome-absolu,https://pellwall.com/products/ambrarome-absolu,Ambrarome Absolu,liquid,"['absolutes', 'amber', 'ambergris', 'animalic', 'blends-and-bases', 'erogenic', 'fixatives', 'ingredients-for-perfumery', 'leather', 'liquids', 'natural-ingredients-for-perfumery', 'old-wood', 'radiant', 'resinous', 'spicy', 'sweet', 'tar-like', 'tobacco', 'warm']",['73138-66-6'],,,['Ambrarome absolute;\xa0Cistus ladaniferus ethyl esters'],Synarome / NACTIS
para-cresyl-phenyl-acetate-10,https://pellwall.com/products/para-cresyl-phenyl-acetate-10,para-Cresyl Phenyl Acetate 10%,liquid,"['animalic', 'aroma-chemicals', 'daffodil', 'fixatives', 'floral', 'honey', 'horse', 'hyacinth', 'ingredients-for-perfumery', 'jonquil', 'lily', 'liquids', 'molecules']",['101-94-0'],"['floral-lily-hyacinth-jonquil', 'animalic-horse', 'honey']",Givaudan,"['1,2-Tolyl phenylacetate', 'Cresyl Phenyl Acetate Para', 'Narcissin']",
vertenex,https://pellwall.com/products/vertenex,Vertenex - PTBCHA,liquid,"['aroma-chemicals', 'balsamic', 'creamy', 'fixatives', 'ingredients-for-perfumery', 'liquids', 'molecules', 'orris', 'plastic', 'sweet', 'woody']",['32210-23-4'],,,"['(4-tert-butylcyclohexyl) acetate', 'lorysia', 'oryclon', 'PTBCHA', 'woody acetate']",IFF
azarbre,https://pellwall.com/products/azarbre,Azarbre,liquid,"['aroma-chemicals', 'chrysanthemum-stems', 'floral', 'green', 'honey', 'ingredients-for-perfumery', 'ionone-like', 'liquids', 'molecules', 'rooty', 'warm', 'woody']",['68845-36-3'],,,"['3,4-diethyl-2,5-dimethylcyclohex-2-en-1-one', 'diethyl dimethyl-2-cyclohexenone']",Givaudan
sandalwood-oil-nc,https://pellwall.com/products/sandalwood-oil-nc,Sandalwood Oil - NC,liquid,"['creamy', 'essential-oils', 'fixatives', 'ingredients-for-perfumery', 'liquids', 'natural-ingredients-for-perfumery', 'rich', 'sandalwood', 'warm', 'woody']",['1070895-66-7'],,,"['Sandalwood essential oil', 'sandalwood', 'Santalum austro-caledonicum']",Albert Vieillle
nerol,https://pellwall.com/products/nerol,Nerol,liquid,"['aroma-chemicals', 'floral', 'fresh', 'ingredients-for-perfumery', 'liquids', 'magnolia', 'molecules', 'neroli', 'refreshing', 'rose', 'seashore', 'soft', 'sweet', 'wet']",['106-25-2'],,,"['(2Z)-3,7-dimethylocta-2,6-dien-1-ol']",
aldehyde-c12-lauric-10,https://pellwall.com/products/aldehyde-c12-lauric-10,Aldehyde C12 Lauric 10%,,"['aldehydic', 'balsamic', 'citrus', 'clean', 'fatty', 'floral', 'fresh', 'green', 'laundry', 'lily', 'orange', 'soapy', 'violet', 'waxy', 'zesty']",['112-54-9'],,-Ethanol (denat.) to form a 10% solution of Lauric Aldehyde,"['Aldehyde C12 Lauric', 'dodecanal', 'Lauric Aldehyde Lauryl Aldehyde']",
triplal-extra,https://pellwall.com/products/triplal-extra,Triplal Extra,liquid,"['aldehydic', 'aroma-chemicals', 'citrus', 'green', 'herbal', 'ingredients-for-perfumery', 'liquids', 'molecules', 'soapy']",['27939-60-2'],,,"['1,2-dimethylcyclohex-3-ene-1-carbaldehyde', 'Cyclal C', 'ivy carbaldehyde', 'Trivertal']",
muscenone,https://pellwall.com/products/muscenone,Muscenone,liquid,"['animalic', 'aroma-chemicals', 'fixatives', 'ingredients-for-perfumery', 'liquids', 'molecules', 'musk', 'musks', 'nitro-musk', 'radiant', 'rich', 'soft', 'woody']","['82356-51-2', '63314-79-4', '36399-15-2']","['musk', 'nitro-musk', 'animal', 'rich-soft', 'woody']",,"['3-Methylene cyclopentadecanone', 'delta-muscenone']",Firmenich
geosmin-1-dep,https://pellwall.com/products/geosmin-1-dep,Geosmin 1% DEP,liquid,"['aroma-chemicals', 'earthy', 'fresh', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'molecules', 'wet']",['23333-91-7'],"['fresh', 'earthy', 'wet']",DEP to form a solution of Geosmin at 1%,"['octahydro-4,8a-dimethyl-4a(2H)-naphthol']",IFF / Pell Wall
benzyl-benzoate,https://pellwall.com/products/benzyl-benzoate,Benzyl benzoate,liquid,"['aroma-chemicals', 'balsamic', 'fixatives', 'floral', 'ingredients-for-perfumery', 'liquids', 'mild', 'molecules', 'musky', 'phenolic', 'salicylate', 'solvents-amp-additives', 'spicy', 'sweet', 'uv-stabiliser']",['120-51-4'],,,"['Acaril', 'Acarosan', 'Ansar', 'Antiscabiosum', 'Ascabiol', 'Benzanil', 'Benzemul', 'Novoscabin']",
skatole-1,https://pellwall.com/products/skatole-1,Skatole 1%,liquid,"['animalic', 'aroma-chemicals', 'faecal', 'floral', 'halloween', 'heady', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'molecules', 'overripe-fruit', 'rot', 'sweet', 'warm']",['83-34-1'],"['animalic', 'warm', 'sweet', 'over-ripe fruit']",Ethanol (denat); Skatole at 1%,"['3-methylindole', 'beta-methylindole', 'methyl indole']",
red-apple-accord,https://pellwall.com/products/red-apple-accord,Red Apple Accord,liquid,"['apple', 'apple-skin', 'aroma-chemicals', 'blends-and-bases', 'fresh', 'fruity', 'halloween', 'ingredients-for-perfumery', 'liquids', 'pell-wall-specialities', 'radiant', 'sweet']",[],,,[],
lavender-oil-payan-bertrand,https://pellwall.com/products/lavender-oil-payan-bertrand,Lavender Oil - Payan Bertrand,liquid,"['balsamic', 'berry', 'blends-and-bases', 'clean', 'essential-oils', 'floral', 'foliage', 'fresh', 'fruity', 'green', 'herbaceous', 'herbal', 'ingredients-for-perfumery', 'leafy', 'liquids', 'natural-ingredients-for-perfumery', 'rose', 'sweet', 'woody', 'zanos-collaboration']",[],,,"['Lavandula officinalis', 'lavender essential oil', 'lavender base']",Payan Bertrand
ambergris-accord-1-authentic,https://pellwall.com/products/ambergris-accord-1-authentic,Ambergris Accord #1 - Authentic,liquid,"['ambergris', 'animalic', 'aroma-chemicals', 'blends-and-bases', 'fixatives', 'ingredients-for-perfumery', 'liquids', 'musk', 'musks', 'pell-wall-specialities', 'powdery', 'radiant', 'rich', 'sweet', 'tenacious']",[],,,[],Pell Wall
palisandrol,https://pellwall.com/products/palisandrol,Palisandrol,liquid,"['aroma-chemicals', 'blends-and-bases', 'creamy', 'fixatives', 'ingredients-for-perfumery', 'liquids', 'radiant', 'rich', 'sandalwood', 'warm', 'woody']",[],,,[],Firmenich
phenyl-ethyl-acetate,https://pellwall.com/products/phenyl-ethyl-acetate,Phenyl Ethyl Acetate,liquid,"['aroma-chemicals', 'floral', 'fruity', 'gardenia', 'green', 'honey', 'ingredients-for-perfumery', 'liquids', 'molecules', 'peach', 'rose', 'sweet']",['103-45-7'],,,['Phenyl ethyl acetate'],
ethyl-butyrate,https://pellwall.com/products/ethyl-butyrate,Ethyl butyrate,liquid,"['aroma-chemicals', 'banana', 'cognac', 'fruity', 'ingredients-for-perfumery', 'juicy-fruit-tuti-fruity', 'liquids', 'molecules', 'pineapple']",['105-54-4'],"['fruity-pineapple', 'banana', 'juicy fruit / tuti-fruity', 'cognac']",,[],
ginger-oil-fresh,https://pellwall.com/products/ginger-oil-fresh,"Ginger Oil, Fresh",liquid,"['chocolate', 'citral', 'citrus', 'clean', 'earthy', 'essential-oils', 'fresh', 'ginger', 'green', 'halloween', 'ingredients-for-perfumery', 'liquids', 'natural-ingredients-for-perfumery', 'sharp', 'spicy', 'sweet', 'warm', 'zesty']",['8007-08-7'],,,"['Extract of fresh ginger', 'Zingiber officinale L']",Payan Bertrand
dartanol,https://pellwall.com/products/dartanol,Dartanol,liquid,"['aroma-chemicals', 'cedar', 'creamy', 'fixatives', 'floral', 'ingredients-for-perfumery', 'liquids', 'molecules', 'rose', 'sandalwood']",['28219-61-6'],,,"['Sanjinol', 'Levosandol']",Firmenich
canthoxal,https://pellwall.com/products/canthoxal,Canthoxal,liquid,"['anise', 'anisic', 'aroma-chemicals', 'basil', 'fennel', 'fruity', 'green', 'ingredients-for-perfumery', 'liquids', 'molecules', 'raspberry', 'watery']",['5462-06-6'],,,"['Anisyl propanal', 'Methoxy phenal']",IFF
indole,https://pellwall.com/products/indole,Indole,solid,"['animalic', 'aroma-chemicals', 'faecal', 'fixatives', 'floral', 'halloween', 'heady', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'molecules', 'musty', 'naphthelene-mothballs', 'pungent', 'radiant', 'solids', 'tar-like']",['120-72-9'],"['animalic', 'floral-heady', 'faecal', 'naphthelene / moth-balls']",,"['azaindole', 'benzazole', 'benzopyrrole', 'aza-indene', '1H-indole', 'ketole']",
ethyl-acetate,https://pellwall.com/products/ethyl-acetate,Ethyl acetate,liquid,"['aroma-chemicals', 'ethereal', 'fruity', 'grape', 'harsh', 'ingredients-for-perfumery', 'liquids', 'molecules', 'rum', 'sweet']",['141-78-6'],,,[],
ambermax-50,https://pellwall.com/products/ambermax-50,Ambermax 50,liquid,"['amber', 'ambergris', 'aroma-chemicals', 'fixatives', 'ingredients-for-perfumery', 'intense', 'liquids', 'molecules', 'radiant', 'woody']",[],,TPM 50%,[],Givaudan
tonalid-10-in-ipm,https://pellwall.com/products/tonalid-10-in-ipm,Tonalid 10% in IPM,liquid,"['amber', 'aroma-chemicals', 'clean', 'dry', 'fixatives', 'fruity', 'ingredients-for-perfumery', 'liquids', 'molecules', 'musk', 'musks', 'powdery', 'sweet']",['21145-77-7'],"['musk', 'sweet', 'amber', 'clean', 'powdery', 'dry', 'fruit']",at 10% in IPM,"['Fixolide', 'acetyl hexamethyl indan', 'ganolide', 'musk indane', 'phantolid', 'Tonalide']",
khusinil,https://pellwall.com/products/khusinil,Khusinil,liquid,"['aroma-chemicals', 'citrus', 'fresh', 'fruity', 'grapefruit', 'green', 'ingredients-for-perfumery', 'liquids', 'molecules', 'radiant', 'rhubarb', 'vetiver', 'woody']",['75490-39-0'],,,"['2,2,4-Trimethyl-4-phenyl-butanenitrile']",IFF
exaltone-10,https://pellwall.com/products/exaltone-10,Exaltone 10%,liquid,"['animalic', 'aroma-chemicals', 'erogenic', 'fixatives', 'ingredients-for-perfumery', 'liquids', 'molecules', 'musk', 'musks', 'powdery', 'radiant', 'sweet']",['502-72-7'],,IPM to form a 10% solution of Exaltone,"['Cyclopentadecanone', 'muscosyn', 'nor-muscone', 'romanone extra pure']",Firmenich
cyclopidene,https://pellwall.com/products/cyclopidene,Cyclopidene,liquid,"['aroma-chemicals', 'citrus', 'dry', 'fresh', 'fruity', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'minty', 'molecules', 'orange', 'pineapple', 'radiant', 'salicylate', 'spicy', 'sweet', 'tuberose', 'ylang-ylang']",['40203-73-4'],"['ylang-ylang,\xa0tuberose', 'salicylate', 'fruity', 'dry', 'sweet']",,"['methyl 2-cyclopentylideneacetate methyl cyclopentenyl acetate', 'tuberose acetate']",
carbinol-muguet,https://pellwall.com/products/carbinol-muguet,Carbinol Muguet,solid,"['aroma-chemicals', 'clean', 'fixatives', 'floral', 'fresh', 'green', 'ingredients-for-perfumery', 'lily', 'lily-of-the-valley', 'liquids', 'molecules', 'muguet', 'natural', 'ozone', 'petal', 'rose', 'solids', 'violet']",['103-05-9'],,,"['2-methyl-4-phenylbutan-2-ol', '2-Methyl-4-phenyl-2-butanol', 'dimethyl phenylethyl carbinol', 'DPEC', 'muguet carbinol', 'phenyl ethyl dimethyl carbinol']",Firmenich
beta-caryophyllene,https://pellwall.com/products/beta-caryophyllene,beta-Caryophyllene,liquid,"['aroma-chemicals', 'clove', 'dry', 'ingredients-for-perfumery', 'liquids', 'molecules', 'spicy', 'sweet', 'woody']",['87-44-5'],"['sweet', 'woody-spice', 'clove', 'dry']",,['beta-Humulene'],
fixateur-505-e,https://pellwall.com/products/fixateur-505-e,Fixateur 505 E,liquid,"['ambergris', 'animalic', 'aroma-chemicals', 'blends-and-bases', 'fixatives', 'ingredients-for-perfumery', 'liquids', 'old-wood', 'radiant', 'woody']",[],"['ambergris', 'old wood', 'woody', 'animalic']",,[],Firmenich
peonile,https://pellwall.com/products/peonile,Peonile,solid,"['aroma-chemicals', 'citrus', 'floral', 'fresh', 'geranium', 'grapefruit', 'green', 'ingredients-for-perfumery', 'liquids', 'molecules', 'rose', 'solids']",['10461-98-0'],"['floral-rose and geranium', 'green-citrus']",,"['2-cyclohexylidene-2-phenylacetonitrile', 'peony acetonitrile']",Givaudan
rose-oxide-racemic-10,https://pellwall.com/products/rose-oxide-racemic-10,Rose Oxide (racemic) 10%,liquid,"['aroma-chemicals', 'diffusive', 'floral', 'gassy', 'geranium', 'green', 'ingredients-for-perfumery', 'liquids', 'metallic', 'molecules', 'rose', 'wet']",['16409-43-1'],"['floral-rose', 'green-geranium', 'metalic', 'wet']",DPG to form a 10% solution of Rose Oxide,"['4-methyl-2-(2-methylprop-1-enyl)oxane', 'geranium oxyde', 'rose oxide d,l', 'tetrahydro-4-methyl-2-(2-methyl-1-propenyl)-2H-pyran']",
peach-accord,https://pellwall.com/products/peach-accord,Peach Accord,liquid,"['aroma-chemicals', 'blends-and-bases', 'fresh', 'fruity', 'ingredients-for-perfumery', 'liquids', 'peach', 'peach-skin', 'pell-wall-specialities', 'radiant', 'sharp', 'sweet']",[],,,[],Pell Wall
methyl-pyrazine,https://pellwall.com/products/methyl-pyrazine,Methyl Pyrazine,liquid,"['aroma-chemicals', 'chocolate', 'cocoa', 'coffee', 'green', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'molecules', 'nutty', 'roasted', 'vegetable']",['109-08-0'],"['nutty', 'cocoa', 'roasted', 'green']",DPG to form a 0.1% solution of Methyl Pyrazine,['2-Methylpyrazine'],
jasmine-absolute-10,https://pellwall.com/products/jasmine-absolute-10,Jasmine Absolute 10%,liquid,"['absolutes', 'floral', 'indolic', 'ingredients-for-perfumery', 'jasmine', 'liquids', 'natural-ingredients-for-perfumery', 'radiant', 'sweet', 'zanos-collaboration']",['8022-96-6'],"['jasmine-floral', 'sweet', 'indolic']",DPG  to form a 10% solution of Jasmine Absolute,"['Jasmine absolute', 'Jasmine Absolute', 'jasminum grandiflorum absolute Egypt;\xa0jasminum officinale flower extract', 'jasminum officinale Var. Grandiflorum absolute']",Fridal
benzyl-alcohol,https://pellwall.com/products/benzyl-alcohol,Benzyl alcohol,liquid,"['almond', 'aroma-chemicals', 'balsamic', 'fixatives', 'floral', 'ingredients-for-perfumery', 'liquids', 'mild', 'molecules', 'phenolic', 'rose', 'solvents-amp-additives']",['100-51-6'],,,['phenylmethanol'],
hexyl-benzoate,https://pellwall.com/products/hexyl-benzoate,Hexyl benzoate,liquid,"['aroma-chemicals', 'balsamic', 'fixatives', 'green', 'herbaceous', 'ingredients-for-perfumery', 'labdanum', 'liquids', 'molecules', 'pine', 'sweet', 'woody']",['6789-88-4'],"['woody-green', 'piney-balsamic', 'sweet-herbaceous', 'labdanum']",,['agrumat'],
hexyl-acetate,https://pellwall.com/products/hexyl-acetate,Hexyl Acetate,liquid,"['aroma-chemicals', 'berry', 'floral', 'fruity', 'green', 'ingredients-for-perfumery', 'labdanum', 'liquids', 'molecules', 'pear', 'sweet']",['142-92-7'],"['sweet', 'fruity-berry-and-pear-like', 'amyl acetate (but milder)', 'floral and green']",,[],
clary-sage-oil,https://pellwall.com/products/clary-sage-oil,Clary Sage Oil,liquid,"['amber', 'ambergris', 'balsamic', 'bitter-sweet', 'chamomile', 'cistus', 'deep-green', 'essential-oils', 'fixatives', 'fruity', 'herbal', 'ingredients-for-perfumery', 'linalool', 'liquids', 'natural-ingredients-for-perfumery', 'spicy', 'sweet', 'tea', 'tobacco', 'woody']",['8016-63-5'],"['sweet-herbal', 'deep-green', 'tea', 'balsamic', 'amber', 'spicy']",,"['Clary Oil;\xa0Salvia sclarea l.', 'Sage (Clary) Oil']",
cedryl-acetate-crystals,https://pellwall.com/products/cedryl-acetate-crystals,Cedryl acetate crystals,solid,"['aroma-chemicals', 'balsamic', 'cedar', 'dry', 'earthy', 'fixatives', 'ingredients-for-perfumery', 'leather', 'molecules', 'old-wood', 'powdery', 'soft', 'solids', 'woody']",['77-54-3'],,,['cedrol acetate'],
ambergris-accord-2-white,https://pellwall.com/products/ambergris-accord-2-white,Ambergris Accord #2 - White,liquid,"['ambergris', 'aroma-chemicals', 'blends-and-bases', 'fixatives', 'ingredients-for-perfumery', 'liquids', 'musk', 'musks', 'pell-wall-specialities', 'powdery', 'radiant', 'rich', 'sweet', 'tenacious']",[],,,[],Pell Wall
undecavertol,https://pellwall.com/products/undecavertol,Undecavertol,liquid,"['aroma-chemicals', 'clove', 'ingredients-for-perfumery', 'liquids', 'molecules', 'oceanic', 'spicy', 'watery', 'woody']",['81782-77-6'],"['floral-violet and muguet', 'fruity-tropical', 'green']",,"['4-methyl-3-decen-5-ol', 'figovert', '(E)-4-methyldec-3-en-5-ol', 'violet decenol']",Givaudan
rose-wardia,https://pellwall.com/products/rose-wardia,"Wardia, rose",liquid,"['blends-and-bases', 'floral', 'fresh', 'ingredients-for-perfumery', 'liquids', 'petal', 'radiant', 'rose', 'sweet', 'warm']",[],,,['Rosa centifolia absolute recreation'],Firmenich
oud-synthetic-firmenich-10,https://pellwall.com/products/oud-synthetic-firmenich-10,Oud Synthetic (Firmenich) 10%,liquid,"['animalic', 'aroma-chemicals', 'balsamic', 'blends-and-bases', 'fixatives', 'ingredients-for-perfumery', 'leather', 'liquids', 'oud', 'woody']",[],"['oud', 'woody', 'balsamic', 'animal']","TEC to form a 10% solution of oud, synth",[],"Firmenich, dilution by Pell Wall"
nerolidol,https://pellwall.com/products/nerolidol,Nerolidol,liquid,"['aroma-chemicals', 'citrus', 'fixatives', 'floral', 'green', 'ingredients-for-perfumery', 'liquids', 'molecules', 'neroli', 'waxy', 'woody']",['7212-44-4'],"['floral-neroli', 'green-citrus', 'woody', 'waxy']",,"['dodecatriene', 'melaleucol', 'methyl vinyl homogeranyl carbinol']",
cocoa-hexenal,https://pellwall.com/products/cocoa-hexenal,Cocoa Hexenal,liquid,"['aldehydic', 'aroma-chemicals', 'bitter', 'chocolate', 'cocoa', 'creamy', 'green', 'halloween', 'high-impact-materials', 'honey', 'ingredients-for-perfumery', 'liquids', 'molecules', 'nutty', 'powdery', 'radiant']",['21834-92-4'],"['cocoa', 'chocolate', 'bitter', 'honey', 'aldehydic']",,"['5-Methyl-2-phenyl-2-hexenal', 'Choclatone', 'Cocal', 'Cocoa Aldehyde']",Riverside Aromatics
tec,https://pellwall.com/products/tec,TEC,liquid,"['ingredients-for-perfumery', 'liquids', 'mellowing', 'near-odourless', 'soft', 'solvents-amp-additives', 'warm']",['77-93-0'],,,['Tri Ethyl Citrate'],
ozofleur,https://pellwall.com/products/ozofleur,Ozofleur,liquid,"['airy', 'aroma-chemicals', 'bell-pepper', 'clean', 'floral', 'fresh', 'green', 'ingredients-for-perfumery', 'liquids', 'marine', 'metallic', 'molecules', 'neutral', 'ozone', 'radiant', 'wet']","['181258-87-7', '181258-89-9']",,,"['trans + cis,-1-ethoxy-4-(2-methylbutan-2-yl)ethoxy-4-cyclohexane;\xa0cyclohexane', '1-(1,1-dimethylpropyl)-4-ethoxy-', 'cis-']",IFF
oakmossarome,https://pellwall.com/products/oakmossarome,Oakmossarome,liquid,"['aroma-chemicals', 'blends-and-bases', 'earthy', 'fixatives', 'green', 'ingredients-for-perfumery', 'liquids', 'mossy', 'natural', 'oakmoss', 'rich', 'warm', 'woody']",[],,,[],Synarome
methyl-isoeugenol,https://pellwall.com/products/methyl-isoeugenol,Methyl isoeugenol,liquid,"['aroma-chemicals', 'clove', 'fixatives', 'floral', 'ingredients-for-perfumery', 'liquids', 'molecules', 'spicy', 'sweet', 'tea', 'warm', 'woody']",['93-16-3'],,,"['iso-Eugenol methylether', '4-Propenyl veratrole', '1,2-Dimethoxy-4-propenylbenzene']",
sanjinol,https://pellwall.com/products/sanjinol,Sanjinol,liquid,"['aroma-chemicals', 'cedar', 'creamy', 'fixatives', 'floral', 'ingredients-for-perfumery', 'liquids', 'molecules', 'rose', 'sandalwood']",['28219-61-6'],,,"['Dartanol', 'Levosandol']",IFF
damascone-alpha,https://pellwall.com/products/damascone-alpha,Damascone Alpha,liquid,"['apple', 'aroma-chemicals', 'blackcurrant', 'floral', 'fruity', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'minty', 'molecules', 'plum', 'radiant', 'rose']",['24720-09-0'],"['floral', 'rose', 'apple', 'fruity-plum', 'blackcurrant', 'mint']",,"['alpha-Damascone', '(E)-1-(2,6,6-trimethyl-1-cyclohex-2-enyl)but-2-en-1-one', 'Rose ketone alpha', 'trans-1-(2,6,6- trimethyl-2-cyclohexen-1-yl)but-2-en-1-one', 'trans-alpha-Damascone', 'trans-Rose Ketone-1']",Firmenich
